Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$68.00 ,194,"1,319",$699 ,Online
Kohl's,1189833,4/6/2021,West,California,Los Angeles,Women's Apparel,$33.00 ,194,640,$147 ,Outlet
Kohl's,1189833,4/22/2021,West,California,Los Angeles,Women's Athletic Footwear,$32.00 ,194,621,$230 ,Outlet
Sports Direct,1197831,8/13/2021,South,Alabama,Birmingham,Men's Street Footwear,$23.00 ,194,446,$219 ,Outlet
Sports Direct,1197831,8/14/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$32.00 ,194,621,$292 ,Outlet
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,$20.00 ,194,388,$178 ,Outlet
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Apparel,$59.00 ,194,"1,145",$458 ,Outlet
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Apparel,$51.00 ,194,989,$584 ,Outlet
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Street Footwear,$37.00 ,194,718,$280 ,Outlet
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Street Footwear,$41.00 ,194,795,$318 ,Outlet
Foot Locker,1128299,12/22/2021,West,Arizona,Phoenix,Men's Street Footwear,$35.00 ,194,679,$272 ,Outlet
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$40.00 ,194,776,$326 ,Outlet
Kohl's,1189833,4/16/2021,West,California,Los Angeles,Women's Athletic Footwear,$33.00 ,193,637,$242 ,Outlet
West Gear,1128299,2/26/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$50.00 ,193,965,$241 ,Outlet
Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,$52.00 ,193,"1,004",$632 ,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Apparel,$36.00 ,193,695,$285 ,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Apparel,$25.00 ,193,483,$280 ,Outlet
West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's Street Footwear,$48.00 ,193,926,$380 ,Outlet
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$41.00 ,193,791,$317 ,Outlet
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Women's Apparel,$40.00 ,193,772,$363 ,Outlet
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$51.00 ,193,984,$433 ,Outlet
Sports Direct,1197831,9/13/2021,South,Texas,Dallas,Women's Athletic Footwear,$29.00 ,192,557,$273 ,Outlet
West Gear,1128299,2/6/2020,West,Nevada,Las Vegas,Women's Apparel,$57.00 ,192,"1,094",$306 ,Outlet
Sports Direct,1197831,8/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$26.00 ,192,499,$210 ,Outlet
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,$53.00 ,192,"1,018",$438 ,Outlet
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,$53.00 ,192,"1,018",$478 ,Outlet
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Apparel,$50.00 ,192,960,$269 ,Outlet
Walmart,1185732,7/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,$42.00 ,192,806,$306 ,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$32.00 ,192,614,$283 ,Outlet
Sports Direct,1185732,5/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$40.00 ,191,764,$336 ,Outlet
West Gear,1128299,11/10/2020,West,California,San Francisco,Women's Athletic Footwear,$39.00 ,190,741,$252 ,Outlet
Sports Direct,1197831,10/6/2021,South,Texas,Dallas,Women's Street Footwear,$32.00 ,190,608,$268 ,Outlet
Sports Direct,1197831,10/9/2021,South,Texas,Dallas,Women's Apparel,$39.00 ,190,741,$430 ,Outlet
Sports Direct,1197831,10/19/2021,South,Texas,Dallas,Women's Athletic Footwear,$44.00 ,190,836,$468 ,Outlet
Sports Direct,1197831,8/27/2021,South,Alabama,Birmingham,Women's Street Footwear,$11.00 ,190,209,$109 ,Outlet
Sports Direct,1197831,9/23/2021,South,Alabama,Birmingham,Women's Apparel,$26.00 ,190,494,$356 ,Outlet
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$43.00 ,190,817,$237 ,Outlet
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Apparel,$65.00 ,190,"1,235",$432 ,Outlet
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Women's Apparel,$32.00 ,190,608,$328 ,Outlet
West Gear,1128299,11/24/2021,West,Oregon,Portland,Men's Street Footwear,$34.00 ,190,646,$239 ,Outlet
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Athletic Footwear,$27.00 ,190,513,$221 ,Outlet
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$46.00 ,190,874,$367 ,Outlet
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,$53.00 ,190,"1,007",$322 ,Outlet
Sports Direct,1197831,8/5/2020,South,Texas,Houston,Women's Apparel,$39.00 ,189,737,$442 ,Online
Walmart,1197831,8/15/2020,South,Texas,Houston,Women's Athletic Footwear,$39.00 ,189,737,$428 ,Online
Walmart,1197831,9/2/2020,South,Texas,Houston,Women's Athletic Footwear,$38.00 ,189,718,$424 ,Online
West Gear,1128299,1/5/2021,West,California,San Francisco,Women's Apparel,$72.00 ,189,"1,361",$449 ,Online
Kohl's,1189833,3/9/2021,West,California,San Francisco,Women's Street Footwear,$41.00 ,189,775,$403 ,Online
Kohl's,1189833,4/28/2021,West,California,Los Angeles,Women's Athletic Footwear,$44.00 ,189,832,$399 ,Online
Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's Apparel,$46.00 ,189,869,$574 ,Online
Kohl's,1189833,5/6/2021,West,California,Los Angeles,Women's Apparel,$61.00 ,189,"1,153",$404 ,Online
Kohl's,1189833,5/12/2021,West,California,Los Angeles,Women's Apparel,$59.00 ,189,"1,115",$346 ,Online
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,$59.00 ,189,"1,115",$379 ,Online
Sports Direct,1197831,8/11/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$20.00 ,189,378,$151 ,Online
Sports Direct,1197831,10/18/2021,South,Texas,Dallas,Women's Street Footwear,$62.00 ,189,"1,172",$633 ,Online
West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,$56.00 ,189,"1,058",$603 ,Online
West Gear,1128299,3/10/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$62.00 ,189,"1,172",$398 ,Online
West Gear,1128299,4/14/2020,West,Colorado,Denver,Men's Street Footwear,$54.00 ,189,"1,021",$653 ,Online
West Gear,1128299,4/27/2020,West,Colorado,Denver,Men's Athletic Footwear,$73.00 ,189,"1,380",$579 ,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$38.00 ,189,718,$323 ,Online
Sports Direct,1185732,10/3/2020,Southeast,Florida,Miami,Men's Apparel,$57.00 ,189,"1,077",$539 ,Online
Sports Direct,1197831,3/22/2021,South,Tennessee,Knoxville,Men's Street Footwear,$27.00 ,189,510,$260 ,Online
Sports Direct,1197831,4/3/2021,South,Tennessee,Knoxville,Men's Street Footwear,$14.00 ,189,265,$132 ,Online
Sports Direct,1197831,5/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$29.00 ,189,548,$307 ,Online
Sports Direct,1197831,8/20/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$19.00 ,189,359,$208 ,Online
Sports Direct,1197831,8/26/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$19.00 ,189,359,$212 ,Online
Sports Direct,1197831,9/2/2021,South,Alabama,Birmingham,Women's Street Footwear,$44.00 ,189,832,$491 ,Online
Amazon,1185732,6/22/2021,West,Alaska,Anchorage,Men's Street Footwear,$59.00 ,189,"1,115",$513 ,Online
Walmart,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,$68.00 ,189,"1,285",$514 ,Online
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Street Footwear,$86.00 ,189,"1,625",$715 ,Online
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,$78.00 ,189,"1,474",$634 ,Online
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$44.00 ,189,832,$391 ,Online
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$69.00 ,189,"1,304",$626 ,Online
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,$53.00 ,189,"1,002",$511 ,Online
West Gear,1128299,6/24/2021,West,Oregon,Portland,Women's Street Footwear,$78.00 ,189,"1,474",$678 ,Online
West Gear,1128299,6/24/2021,West,Oregon,Portland,Women's Apparel,$95.00 ,189,"1,796",$808 ,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Apparel,$86.00 ,189,"1,625",$943 ,Online
West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,$70.00 ,189,"1,323",$728 ,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Athletic Footwear,$32.00 ,189,605,$314 ,Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$58.00 ,189,"1,096",$581 ,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Men's Apparel,$47.00 ,189,888,$418 ,Online
Foot Locker,1185732,2/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,$49.00 ,189,926,$435 ,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Women's Apparel,$32.00 ,189,605,$381 ,Online
Foot Locker,1185732,10/7/2021,Southeast,South Carolina,Charleston,Men's Apparel,$52.00 ,189,983,$472 ,Online
Sports Direct,1185732,1/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$24.00 ,189,454,$245 ,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$32.00 ,189,605,$369 ,Online
Foot Locker,1185732,1/20/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,$29.00 ,189,548,$296 ,Online
Sports Direct,1197831,2/21/2021,South,Mississippi,Jackson,Men's Street Footwear,$24.00 ,189,454,$231 ,Online
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$56.00 ,189,"1,058",$540 ,Online
Kohl's,1197831,8/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$56.00 ,189,"1,058",$529 ,Online
Foot Locker,1185732,6/15/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,$51.00 ,189,964,$443 ,Online
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$54.00 ,189,"1,021",$551 ,Online
Walmart,1197831,9/13/2020,South,Texas,Houston,Women's Street Footwear,$48.00 ,188,902,$424 ,Online
West Gear,1128299,12/28/2020,West,California,San Francisco,Women's Athletic Footwear,$54.00 ,188,"1,015",$416 ,Online
West Gear,1128299,1/21/2021,West,California,San Francisco,Women's Athletic Footwear,$59.00 ,188,"1,109",$455 ,Online
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,$69.00 ,188,"1,297",$791 ,Online
Kohl's,1189833,4/6/2021,West,California,Los Angeles,Women's Apparel,$41.00 ,188,771,$270 ,Online
West Gear,1128299,4/21/2020,West,Colorado,Denver,Men's Athletic Footwear,$67.00 ,188,"1,260",$504 ,Online
West Gear,1128299,6/26/2020,West,Washington,Seattle,Men's Athletic Footwear,$74.00 ,188,"1,391",$515 ,Online
West Gear,1128299,7/26/2020,West,Washington,Seattle,Men's Athletic Footwear,$60.00 ,188,"1,128",$417 ,Online
West Gear,1128299,7/31/2020,West,Washington,Seattle,Men's Street Footwear,$78.00 ,188,"1,466",$587 ,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Women's Street Footwear,$47.00 ,188,884,$327 ,Online
Kohl's,1189833,2/9/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$54.00 ,188,"1,015",$437 ,Online
Sports Direct,1197831,8/14/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$36.00 ,188,677,$372 ,Online
Sports Direct,1197831,9/20/2021,South,Alabama,Birmingham,Women's Street Footwear,$59.00 ,188,"1,109",$699 ,Online
Sports Direct,1197831,10/5/2021,South,Alabama,Birmingham,Women's Apparel,$56.00 ,188,"1,053",$832 ,Online
West Gear,1185732,8/9/2021,Northeast,New York,Albany,Women's Street Footwear,$51.00 ,188,959,$345 ,Online
West Gear,1128299,12/23/2021,West,Oregon,Portland,Men's Street Footwear,$61.00 ,188,"1,147",$550 ,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,$39.00 ,188,733,$367 ,Online
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,$46.00 ,188,865,$415 ,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Athletic Footwear,$50.00 ,188,940,$489 ,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Apparel,$47.00 ,188,884,$442 ,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$45.00 ,188,846,$381 ,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$44.00 ,188,827,$372 ,Online
Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$34.00 ,188,639,$307 ,Online
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Women's Apparel,$60.00 ,188,"1,128",$711 ,Online
Kohl's,1185732,7/6/2021,Northeast,New Jersey,Newark,Men's Street Footwear,$47.00 ,188,884,$415 ,Online
West Gear,1128299,12/28/2020,West,California,San Francisco,Women's Athletic Footwear,$48.00 ,188,902,$307 ,Outlet
Sports Direct,1197831,9/30/2021,South,Alabama,Birmingham,Men's Street Footwear,$14.00 ,188,263,$150 ,Outlet
Sports Direct,1197831,10/5/2021,South,Alabama,Birmingham,Women's Apparel,$45.00 ,188,846,$584 ,Outlet
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,$41.00 ,188,771,$262 ,Outlet
Foot Locker,1197831,3/6/2021,West,Idaho,Boise,Men's Athletic Footwear,$27.00 ,188,508,$198 ,Outlet
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$39.00 ,188,733,$337 ,Outlet
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$39.00 ,188,733,$337 ,Outlet
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$23.00 ,187,430,$237 ,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$65.00 ,187,"1,216",$511 ,Outlet
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$28.00 ,187,524,$246 ,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Athletic Footwear,$33.00 ,187,617,$302 ,Outlet
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$30.00 ,187,561,$230 ,Outlet
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$47.00 ,187,879,$378 ,Outlet
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$37.00 ,187,692,$318 ,Outlet
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$33.00 ,187,617,$259 ,Outlet
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$34.00 ,186,632,$323 ,Online
West Gear,1128299,2/19/2020,West,Nevada,Las Vegas,Men's Street Footwear,$41.00 ,186,763,$290 ,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,$59.00 ,186,"1,097",$362 ,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Apparel,$82.00 ,186,"1,525",$503 ,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Women's Street Footwear,$34.00 ,186,632,$259 ,Outlet
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,$48.00 ,186,893,$429 ,Outlet
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Men's Street Footwear,$34.00 ,186,632,$278 ,Outlet
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,$35.00 ,185,648,$317 ,Outlet
Walmart,1197831,9/15/2020,South,Texas,Houston,Men's Apparel,$35.00 ,184,644,$238 ,Outlet
Sports Direct,1197831,9/20/2021,South,Texas,Dallas,Men's Apparel,$39.00 ,184,718,$273 ,Outlet
Sports Direct,1197831,9/24/2021,South,Alabama,Birmingham,Men's Street Footwear,$20.00 ,184,368,$191 ,Outlet
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$61.00 ,184,"1,122",$460 ,Outlet
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Women's Apparel,$27.00 ,184,497,$283 ,Outlet
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,$59.00 ,184,"1,086",$510 ,Outlet
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$34.00 ,184,626,$282 ,Outlet
West Gear,1197831,5/5/2021,West,Idaho,Boise,Women's Street Footwear,$18.00 ,184,331,$129 ,Outlet
Foot Locker,1197831,12/4/2021,West,Idaho,Boise,Women's Athletic Footwear,$44.00 ,184,810,$421 ,Outlet
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Men's Street Footwear,$38.00 ,184,699,$266 ,Outlet
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Street Footwear,$35.00 ,184,644,$270 ,Outlet
Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$43.00 ,184,791,$324 ,Outlet
Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$41.00 ,184,754,$309 ,Outlet
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$40.00 ,184,736,$324 ,Outlet
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$20.00 ,184,368,$169 ,Outlet
Amazon,1185732,2/12/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,$33.00 ,184,607,$285 ,Outlet
Foot Locker,1185732,2/22/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$41.00 ,184,754,$279 ,Outlet
Sports Direct,1197831,8/2/2020,South,Texas,Houston,Women's Street Footwear,$32.00 ,182,582,$285 ,Online
Walmart,1197831,10/29/2020,South,Texas,Houston,Women's Athletic Footwear,$47.00 ,182,855,$496 ,Online
West Gear,1128299,11/12/2020,West,California,San Francisco,Women's Apparel,$46.00 ,182,837,$234 ,Online
West Gear,1128299,1/3/2021,West,California,San Francisco,Women's Athletic Footwear,$56.00 ,182,"1,019",$459 ,Online
West Gear,1128299,2/1/2021,West,California,San Francisco,Women's Street Footwear,$50.00 ,182,910,$382 ,Online
West Gear,1128299,2/3/2021,West,California,San Francisco,Men's Apparel,$59.00 ,182,"1,074",$623 ,Online
Kohl's,1189833,3/12/2021,West,California,Los Angeles,Women's Apparel,$41.00 ,182,746,$231 ,Online
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,$58.00 ,182,"1,056",$707 ,Online
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,$46.00 ,182,837,$452 ,Online
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,$29.00 ,182,528,$264 ,Online
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,$18.00 ,182,328,$147 ,Online
West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$64.00 ,182,"1,165",$454 ,Online
West Gear,1128299,5/21/2020,West,Colorado,Denver,Men's Athletic Footwear,$64.00 ,182,"1,165",$443 ,Online
West Gear,1128299,6/30/2020,West,Washington,Seattle,Women's Apparel,$98.00 ,182,"1,784",$606 ,Online
West Gear,1128299,7/2/2020,West,Washington,Seattle,Men's Athletic Footwear,$82.00 ,182,"1,492",$537 ,Online
Foot Locker,1185732,8/22/2020,Southeast,Florida,Miami,Men's Apparel,$53.00 ,182,965,$444 ,Online
Sports Direct,1185732,10/2/2020,Southeast,Florida,Miami,Women's Athletic Footwear,$45.00 ,182,819,$360 ,Online
Kohl's,1189833,3/5/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$45.00 ,182,819,$352 ,Online
Sports Direct,1197831,3/11/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$29.00 ,182,528,$243 ,Online
Sports Direct,1197831,4/27/2021,South,Tennessee,Knoxville,Men's Street Footwear,$49.00 ,182,892,$535 ,Online
Sports Direct,1197831,4/29/2021,South,Tennessee,Knoxville,Women's Street Footwear,$54.00 ,182,983,$580 ,Online
Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's Apparel,$59.00 ,182,"1,074",$827 ,Online
Amazon,1185732,7/20/2021,West,Alaska,Anchorage,Men's Street Footwear,$63.00 ,182,"1,147",$527 ,Online
Foot Locker,1128299,7/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,$81.00 ,182,"1,474",$501 ,Online
Walmart,1128299,12/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,$77.00 ,182,"1,401",$420 ,Online
West Gear,1185732,2/10/2021,Northeast,New York,Albany,Women's Apparel,$42.00 ,182,764,$489 ,Online
Kohl's,1185732,12/8/2021,Northeast,New York,Albany,Women's Apparel,$69.00 ,182,"1,256",$804 ,Online
Foot Locker,1128299,6/24/2021,Southeast,Virginia,Richmond,Women's Apparel,$96.00 ,182,"1,747",$699 ,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$86.00 ,182,"1,565",$704 ,Online
Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$29.00 ,182,528,$280 ,Online
West Gear,1185732,6/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,$28.00 ,182,510,$260 ,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Men's Street Footwear,$19.00 ,182,346,$149 ,Online
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Street Footwear,$56.00 ,182,"1,019",$530 ,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Men's Street Footwear,$33.00 ,182,601,$330 ,Online
Kohl's,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$61.00 ,182,"1,110",$555 ,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$53.00 ,182,965,$492 ,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$34.00 ,182,619,$285 ,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Women's Street Footwear,$24.00 ,182,437,$166 ,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$43.00 ,182,783,$329 ,Online
Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$42.00 ,182,764,$352 ,Online
Sports Direct,1185732,6/4/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,$42.00 ,182,764,$359 ,Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$59.00 ,182,"1,074",$526 ,Online
Sports Direct,1185732,8/3/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$44.00 ,182,801,$424 ,Online
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$48.00 ,182,874,$454 ,Online
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$50.00 ,182,910,$473 ,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$51.00 ,182,928,$464 ,Online
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,$55.00 ,182,"1,001",$521 ,Online
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,$53.00 ,182,965,$482 ,Online
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,$54.00 ,182,983,$560 ,Online
West Gear,1128299,1/4/2021,West,California,San Francisco,Men's Apparel,$49.00 ,182,892,$508 ,Outlet
Kohl's,1189833,3/10/2021,West,California,San Francisco,Women's Athletic Footwear,$33.00 ,182,601,$228 ,Outlet
Sports Direct,1197831,9/7/2021,South,Texas,Dallas,Women's Athletic Footwear,$27.00 ,182,491,$241 ,Outlet
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,$31.00 ,182,564,$254 ,Outlet
West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$51.00 ,182,928,$334 ,Outlet
Sports Direct,1197831,4/19/2021,South,Tennessee,Knoxville,Men's Apparel,$33.00 ,182,601,$270 ,Outlet
West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,$20.00 ,182,364,$142 ,Outlet
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$38.00 ,182,692,$297 ,Outlet
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$14.00 ,182,255,$117 ,Outlet
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$26.00 ,182,473,$203 ,Outlet
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,$38.00 ,182,692,$284 ,Outlet
Walmart,1197831,9/8/2020,South,Texas,Houston,Women's Athletic Footwear,$47.00 ,181,851,$468 ,Online
West Gear,1128299,1/23/2021,West,California,San Francisco,Women's Apparel,$76.00 ,181,"1,376",$344 ,Online
Kohl's,1189833,4/18/2021,West,California,Los Angeles,Women's Apparel,$64.00 ,181,"1,158",$359 ,Online
Sports Direct,1197831,9/28/2021,South,Texas,Dallas,Men's Street Footwear,$53.00 ,181,959,$528 ,Online
Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,$38.00 ,181,688,$378 ,Online
West Gear,1128299,4/19/2020,West,Colorado,Denver,Women's Apparel,$83.00 ,181,"1,502",$646 ,Online
Sports Direct,1197831,3/17/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$33.00 ,181,597,$287 ,Online
Sports Direct,1197831,4/26/2021,South,Tennessee,Knoxville,Women's Apparel,$53.00 ,181,959,$681 ,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Women's Apparel,$69.00 ,181,"1,249",$774 ,Online
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$32.00 ,181,579,$348 ,Online
